ticker,pole,ranker_rank,ranker_score,advanced_signal,advanced_confidence,qualifier_safe,qualifier_regime,secrot_pred5d,secrot_score,stock_sr_score,spread_support,source_count,sources,sector
MISL,--,,,,,True,PULLBACK,,4.3,,none,2,"['qualifier', 'secrot']",
DFEV,--,,,,,True,TRENDING,,3.8,,none,2,"['qualifier', 'secrot']",
ITA,--,,,,,True,PULLBACK,,4.5,,none,2,"['qualifier', 'secrot']",
EWO,--,,,,,True,BREAKDOWN,,4.0,,none,2,"['qualifier', 'secrot']",
DFAX,--,,,,,True,TRENDING,,3.4,,none,2,"['qualifier', 'secrot']",
ICLN,--,,,,,True,BREAKDOWN,,3.9,,none,2,"['qualifier', 'secrot']",
DFIV,--,,,,,True,TRENDING,,3.3,,none,2,"['qualifier', 'secrot']",
AIA,--,,,,,True,TRENDING,,5.7,,none,2,"['qualifier', 'secrot']",
SPRX,--,,,,,True,BREAKDOWN,,3.9,,none,2,"['qualifier', 'secrot']",
FEP,--,,,,,True,TRENDING,,3.5,,none,2,"['qualifier', 'secrot']",
FGD,--,,,,,True,PULLBACK,,4.4,,none,2,"['qualifier', 'secrot']",
DFEM,--,,,,,True,TRENDING,,4.0,,none,2,"['qualifier', 'secrot']",
CGIC,--,,,,,True,TRENDING,,2.0,,none,2,"['qualifier', 'secrot']",
AVES,--,,,,,True,TRENDING,,4.0,,none,2,"['qualifier', 'secrot']",
ARKX,--,,,,,True,BREAKDOWN,,5.1,,none,2,"['qualifier', 'secrot']",
JEMA,--,,,,,True,TRENDING,,4.2,,none,2,"['qualifier', 'secrot']",
EWC,--,,,,,True,TRENDING,,4.8,,none,2,"['qualifier', 'secrot']",
VNM,--,,,,,True,PULLBACK,,4.3,,none,2,"['qualifier', 'secrot']",
VYMI,--,,,,,False,TRENDING,,3.5,,none,2,"['qualifier', 'secrot']",
FLTW,--,,,,,True,TRENDING,,4.5,,none,2,"['qualifier', 'secrot']",
GUNR,--,,,,,True,TRENDING,,3.4,,none,2,"['qualifier', 'secrot']",
AVDE,--,,,,,True,TRENDING,,3.8,,none,2,"['qualifier', 'secrot']",
VSS,--,,,,,False,TRENDING,,4.3,,none,2,"['qualifier', 'secrot']",
EMGF,--,,,,,True,TRENDING,,4.6,,none,2,"['qualifier', 'secrot']",
SCHC,--,,,,,True,TRENDING,,3.3,,none,2,"['qualifier', 'secrot']",
DFAE,--,,,,,True,TRENDING,,4.3,,none,2,"['qualifier', 'secrot']",
GEM,--,,,,,True,TRENDING,,4.2,,none,2,"['qualifier', 'secrot']",
COPY,--,,,,,False,TRENDING,,2.0,,none,2,"['qualifier', 'secrot']",
IVLU,--,,,,,True,TRENDING,,3.2,,none,2,"['qualifier', 'secrot']",
BBCA,--,,,,,False,TRENDING,,4.0,,none,2,"['qualifier', 'secrot']",
FIVA,--,,,,,True,TRENDING,,3.7,,none,2,"['qualifier', 'secrot']",
ILF,--,,,,,True,PULLBACK,,4.9,,none,2,"['qualifier', 'secrot']",
FNDC,--,,,,,True,TRENDING,,3.4,,none,2,"['qualifier', 'secrot']",
IQDF,--,,,,,False,TRENDING,,3.5,,none,2,"['qualifier', 'secrot']",
GNR,--,,,,,True,TRENDING,,3.3,,none,2,"['qualifier', 'secrot']",
PIZ,--,,,,,True,TRENDING,,4.8,,none,2,"['qualifier', 'secrot']",
VLUE,--,,,,,False,DIP,,3.3,,none,2,"['qualifier', 'secrot']",
IEMG,--,,,,,True,TRENDING,,4.3,,none,2,"['qualifier', 'secrot']",
IFV,--,,,,,True,TRENDING,,3.9,,none,2,"['qualifier', 'secrot']",
NOC,--,,,,,True,TRENDING,,,7.0,none,2,"['qualifier', 'stock_secrot']",Industrials
SPDW,--,,,,,False,TRENDING,,4.3,,none,2,"['qualifier', 'secrot']",
FDD,--,,,,,True,PULLBACK,,4.4,,none,2,"['qualifier', 'secrot']",
EEMA,--,,,,,True,TRENDING,,4.5,,none,2,"['qualifier', 'secrot']",
TAN,--,,,,,True,BREAKDOWN,,4.7,,none,2,"['qualifier', 'secrot']",
ESGE,--,,,,,True,TRENDING,,5.4,,none,2,"['qualifier', 'secrot']",
IXUS,--,,,,,False,TRENDING,,3.6,,none,2,"['qualifier', 'secrot']",
ACWX,--,,,,,False,TRENDING,,4.6,,none,2,"['qualifier', 'secrot']",
EEM,--,,,,,True,TRENDING,,5.6,,none,2,"['qualifier', 'secrot']",
QCLN,--,,,,,True,BREAKDOWN,,5.1,,none,2,"['qualifier', 'secrot']",
AAXJ,--,,,,,True,TRENDING,,5.6,,none,2,"['qualifier', 'secrot']",
CWI,--,,,,,False,TRENDING,,4.7,,none,2,"['qualifier', 'secrot']",
EWZ,--,,,,,True,PULLBACK,,3.7,,none,2,"['qualifier', 'secrot']",
VEA,--,,,,,False,TRENDING,,4.2,,none,2,"['qualifier', 'secrot']",
WTAI,--,,,,,False,BREAKDOWN,,3.6,,none,2,"['qualifier', 'secrot']",
SCHF,--,,,,,False,TRENDING,,3.4,,none,2,"['qualifier', 'secrot']",
EFV,--,,,,,False,TRENDING,,4.1,,none,2,"['qualifier', 'secrot']",
CGNG,--,,,,,False,PULLBACK,,2.0,,none,2,"['qualifier', 'secrot']",
DFAI,--,,,,,False,TRENDING,,3.4,,none,2,"['qualifier', 'secrot']",
ARTY,--,,,,,True,BREAKDOWN,,5.4,,none,2,"['qualifier', 'secrot']",
IDVO,--,,,,,False,DIP,,3.5,,none,2,"['qualifier', 'secrot']",
IDMO,--,,,,,False,TRENDING,,3.3,,none,2,"['qualifier', 'secrot']",
SPHB,--,,,,,True,BREAKDOWN,,3.7,,none,2,"['qualifier', 'secrot']",
VXUS,--,,,,,False,TRENDING,,3.7,,none,2,"['qualifier', 'secrot']",
VEU,--,,,,,False,TRENDING,,4.6,,none,2,"['qualifier', 'secrot']",
SCZ,--,,,,,False,TRENDING,,4.1,,none,2,"['qualifier', 'secrot']",
FLBR,--,,,,,True,TRENDING,,2.6,,none,2,"['qualifier', 'secrot']",
PVAL,--,,,,,False,DIP,,3.8,,none,2,"['qualifier', 'secrot']",
SEIV,--,,,,,False,DIP,,3.0,,none,2,"['qualifier', 'secrot']",
DGS,--,,,,,False,TRENDING,,4.6,,none,2,"['qualifier', 'secrot']",
BAI,--,,,,,False,PULLBACK,,4.0,,none,2,"['qualifier', 'secrot']",
EIS,--,,,,,True,BREAKDOWN,,4.3,,none,2,"['qualifier', 'secrot']",
FENI,--,,,,,False,TRENDING,,2.0,,none,2,"['qualifier', 'secrot']",
ECH,--,,,,,True,BREAKDOWN,,4.1,,none,2,"['qualifier', 'secrot']",
FID,--,,,,,False,TRENDING,,3.4,,none,2,"['qualifier', 'secrot']",
BKIE,--,,,,,False,TRENDING,,3.7,,none,2,"['qualifier', 'secrot']",
IDEV,--,,,,,False,TRENDING,,3.8,,none,2,"['qualifier', 'secrot']",
FYC,--,,,,,False,BREAKDOWN,,3.4,,none,2,"['qualifier', 'secrot']",
QTUM,--,,,,,True,BREAKDOWN,,3.6,,none,2,"['qualifier', 'secrot']",
IPKW,--,,,,,False,TRENDING,,2.9,,none,2,"['qualifier', 'secrot']",
FDEM,--,,,,,False,TRENDING,,4.2,,none,2,"['qualifier', 'secrot']",
WWJD,--,,,,,False,TRENDING,,4.0,,none,2,"['qualifier', 'secrot']",
EWI,--,,,,,True,TRENDING,,3.9,,none,2,"['qualifier', 'secrot']",
INTF,--,,,,,False,TRENDING,,3.5,,none,2,"['qualifier', 'secrot']",
LMT,--,,,,,True,PULLBACK,,,7.0,none,2,"['qualifier', 'stock_secrot']",Industrials
FLGB,--,,,,,False,TRENDING,,2.4,,none,2,"['qualifier', 'secrot']",
EZU,--,,,,,False,TRENDING,,3.3,,none,2,"['qualifier', 'secrot']",
DIVI,--,,,,,False,TRENDING,,3.8,,none,2,"['qualifier', 'secrot']",
XBI,--,,,,,True,PULLBACK,,1.1,,none,2,"['qualifier', 'secrot']",
GSIE,--,,,,,False,TRENDING,,3.4,,none,2,"['qualifier', 'secrot']",
SPGM,--,,,,,False,TRENDING,,3.8,,none,2,"['qualifier', 'secrot']",
VSGX,--,,,,,False,TRENDING,,4.2,,none,2,"['qualifier', 'secrot']",
FNDE,--,,,,,False,TRENDING,,4.2,,none,2,"['qualifier', 'secrot']",
IOO,--,,,,,False,BREAKDOWN,,4.1,,none,2,"['qualifier', 'secrot']",
SEIM,--,,,,,False,PULLBACK,,3.3,,none,2,"['qualifier', 'secrot']",
IJAN,--,,,,,False,TRENDING,,3.6,,none,2,"['qualifier', 'secrot']",
EWU,--,,,,,False,TRENDING,,3.0,,none,2,"['qualifier', 'secrot']",
EWH,--,,,,,False,TRENDING,,4.7,,none,2,"['qualifier', 'secrot']",
EUFN,--,,,,,False,BREAKDOWN,,3.4,,none,2,"['qualifier', 'secrot']",
CGGO,--,,,,,False,TRENDING,,3.5,,none,2,"['qualifier', 'secrot']",
VT,--,,,,,False,TRENDING,,4.5,,none,2,"['qualifier', 'secrot']",
IEFA,--,,,,,False,TRENDING,,3.4,,none,2,"['qualifier', 'secrot']",
CGXU,--,,,,,False,PULLBACK,,2.4,,none,2,"['qualifier', 'secrot']",
IDHQ,--,,,,,False,TRENDING,,3.4,,none,2,"['qualifier', 'secrot']",
JIRE,--,,,,,False,TRENDING,,3.1,,none,2,"['qualifier', 'secrot']",
BINV,--,,,,,False,TRENDING,,2.0,,none,2,"['qualifier', 'secrot']",
JHMD,--,,,,,False,TRENDING,,3.7,,none,2,"['qualifier', 'secrot']",
ROBO,--,,,,,False,PULLBACK,,3.8,,none,2,"['qualifier', 'secrot']",
VGK,--,,,,,False,TRENDING,,3.2,,none,2,"['qualifier', 'secrot']",
IEUR,--,,,,,False,TRENDING,,2.4,,none,2,"['qualifier', 'secrot']",
DEM,--,,,,,False,TRENDING,,4.5,,none,2,"['qualifier', 'secrot']",
TOUS,--,,,,,False,TRENDING,,2.0,,none,2,"['qualifier', 'secrot']",
BBEU,--,,,,,False,TRENDING,,2.8,,none,2,"['qualifier', 'secrot']",
EFA,--,,,,,False,TRENDING,,4.1,,none,2,"['qualifier', 'secrot']",
EWN,--,,,,,False,PULLBACK,,3.4,,none,2,"['qualifier', 'secrot']",
SPEU,--,,,,,False,TRENDING,,3.3,,none,2,"['qualifier', 'secrot']",
GSEU,--,,,,,False,TRENDING,,2.6,,none,2,"['qualifier', 'secrot']",
DFSI,--,,,,,False,TRENDING,,3.3,,none,2,"['qualifier', 'secrot']",
SAMT,--,,,,,False,TRENDING,,3.8,,none,2,"['qualifier', 'secrot']",
ALAI,--,,,,,False,BREAKDOWN,,3.7,,none,2,"['qualifier', 'secrot']",
PXH,--,,,,,False,TRENDING,,5.5,,none,2,"['qualifier', 'secrot']",
IEV,--,,,,,False,TRENDING,,3.1,,none,2,"['qualifier', 'secrot']",
QQQJ,--,,,,,False,BREAKDOWN,,3.8,,none,2,"['qualifier', 'secrot']",
ACWI,--,,,,,False,PULLBACK,,4.6,,none,2,"['qualifier', 'secrot']",
IWC,--,,,,,False,BREAKDOWN,,4.1,,none,2,"['qualifier', 'secrot']",
FESM,--,,,,,False,BREAKDOWN,,2.1,,none,2,"['qualifier', 'secrot']",
SCHE,--,,,,,False,PULLBACK,,4.4,,none,2,"['qualifier', 'secrot']",
ESGD,--,,,,,False,TRENDING,,2.8,,none,2,"['qualifier', 'secrot']",
CGDV,--,,,,,False,PULLBACK,,3.4,,none,2,"['qualifier', 'secrot']",
CGDG,--,,,,,False,TRENDING,,2.0,,none,2,"['qualifier', 'secrot']",
BK,--,,,,,False,BREAKDOWN,,3.9,,none,2,"['qualifier', 'secrot']",
AIQ,--,,,,,False,TRENDING,,5.2,,none,2,"['qualifier', 'secrot']",
CNEQ,--,,,,,False,BREAKDOWN,,3.9,,none,2,"['qualifier', 'secrot']",
SPEM,--,,,,,False,PULLBACK,,5.2,,none,2,"['qualifier', 'secrot']",
BBIN,--,,,,,False,TRENDING,,2.8,,none,2,"['qualifier', 'secrot']",
NUDM,--,,,,,False,TRENDING,,3.8,,none,2,"['qualifier', 'secrot']",
ASEA,--,,,,,False,PULLBACK,,3.5,,none,2,"['qualifier', 'secrot']",
DDWM,--,,,,,False,TRENDING,,3.4,,none,2,"['qualifier', 'secrot']",
VWO,--,,,,,False,PULLBACK,,5.4,,none,2,"['qualifier', 'secrot']",
IWD,--,,,,,False,TRENDING,,4.1,,none,2,"['qualifier', 'secrot']",
IQLT,--,,,,,False,TRENDING,,2.3,,none,2,"['qualifier', 'secrot']",
IYW,--,,,,,False,BREAKDOWN,,4.3,,none,2,"['qualifier', 'secrot']",
DVYE,--,,,,,False,TRENDING,,3.3,,none,2,"['qualifier', 'secrot']",
VTI,--,,,,,False,BREAKDOWN,,4.2,,none,2,"['qualifier', 'secrot']",
APIE,--,,,,,False,TRENDING,,2.3,,none,2,"['qualifier', 'secrot']",
ASHR,--,,,,,False,TRENDING,,4.9,,none,2,"['qualifier', 'secrot']",
CGIE,--,,,,,False,TRENDING,,3.0,,none,2,"['qualifier', 'secrot']",
CGGE,--,,,,,False,PULLBACK,,2.0,,none,2,"['qualifier', 'secrot']",
SAGP,--,,,,,False,TRENDING,,3.5,,none,2,"['qualifier', 'secrot']",
DGRO,--,,,,,False,PULLBACK,,3.5,,none,2,"['qualifier', 'secrot']",
IBB,--,,,,,False,TRENDING,,1.0,,none,2,"['qualifier', 'secrot']",
VOO,--,,,,,False,BREAKDOWN,,3.6,,none,2,"['qualifier', 'secrot']",
SPLG,--,,,,,False,BREAKDOWN,,4.3,,none,2,"['qualifier', 'secrot']",
PID,--,,,,,False,TRENDING,,3.3,,none,2,"['qualifier', 'secrot']",
CPER,--,,,,,False,TRENDING,,3.4,,none,2,"['qualifier', 'secrot']",
IVV,--,,,,,False,BREAKDOWN,,4.2,,none,2,"['qualifier', 'secrot']",
IGM,--,,,,,False,BREAKDOWN,,4.5,,none,2,"['qualifier', 'secrot']",
EWT,--,,,,,True,TRENDING,,4.8,,none,2,"['qualifier', 'secrot']",
FEZ,--,,,,,False,TRENDING,,3.3,,none,2,"['qualifier', 'secrot']",
EWD,--,,,,,False,TRENDING,,3.4,,none,2,"['qualifier', 'secrot']",
KBA,--,,,,,False,BREAKDOWN,,4.3,,none,2,"['qualifier', 'secrot']",
IUSG,--,,,,,False,BREAKDOWN,,4.2,,none,2,"['qualifier', 'secrot']",
XLK,--,,,,,False,BREAKDOWN,,4.2,,none,2,"['qualifier', 'secrot']",
SPY,--,,,,,False,BREAKDOWN,,4.2,,none,2,"['qualifier', 'secrot']",
IGRO,--,,,,,False,TRENDING,,2.7,,none,2,"['qualifier', 'secrot']",
TRFK,--,,,,,False,BREAKDOWN,,3.9,,none,2,"['qualifier', 'secrot']",
QTOP,--,,,,,False,BREAKDOWN,,2.3,,none,2,"['qualifier', 'secrot']",
SDIV,--,,,,,False,TRENDING,,0.2,,none,2,"['qualifier', 'secrot']",
IQDG,--,,,,,False,PULLBACK,,2.6,,none,2,"['qualifier', 'secrot']",
IWM,--,,,,,False,BREAKDOWN,,4.3,,none,2,"['qualifier', 'secrot']",
VGT,--,,,,,False,BREAKDOWN,,4.3,,none,2,"['qualifier', 'secrot']",
QUAL,--,,,,,False,TRENDING,,3.7,,none,2,"['qualifier', 'secrot']",
FTEC,--,,,,,False,BREAKDOWN,,3.6,,none,2,"['qualifier', 'secrot']",
QQQ,--,,,,,False,BREAKDOWN,,4.4,,none,2,"['qualifier', 'secrot']",
KBWB,--,,,,,False,BREAKDOWN,,3.7,,none,2,"['qualifier', 'secrot']",
EWS,--,,,,,False,PULLBACK,,4.7,,none,2,"['qualifier', 'secrot']",
VTV,--,,,,,False,TRENDING,,3.1,,none,2,"['qualifier', 'secrot']",
KOMP,--,,,,,False,BREAKDOWN,,3.9,,none,2,"['qualifier', 'secrot']",
BUZZ,--,,,,,False,BREAKDOWN,,3.2,,none,2,"['qualifier', 'secrot']",
DBB,--,,,,,False,TRENDING,,3.2,,none,2,"['qualifier', 'secrot']",
ILOW,--,,,,,False,TRENDING,,2.0,,none,2,"['qualifier', 'secrot']",
VOOV,--,,,,,False,TRENDING,,2.4,,none,2,"['qualifier', 'secrot']",
MGK,--,,,,,False,BREAKDOWN,,4.5,,none,2,"['qualifier', 'secrot']",
EFG,--,,,,,False,TRENDING,,3.2,,none,2,"['qualifier', 'secrot']",
BOTZ,--,,,,,False,TRENDING,,4.5,,none,2,"['qualifier', 'secrot']",
IYM,--,,,,,False,TRENDING,,5.2,,none,2,"['qualifier', 'secrot']",
HEZU,--,,,,,False,PULLBACK,,2.6,,none,2,"['qualifier', 'secrot']",
ILDR,--,,,,,False,BREAKDOWN,,3.4,,none,2,"['qualifier', 'secrot']",
IWF,--,,,,,False,BREAKDOWN,,4.3,,none,2,"['qualifier', 'secrot']",
VONG,--,,,,,False,BREAKDOWN,,3.8,,none,2,"['qualifier', 'secrot']",
VIG,--,,,,,False,DIP,,4.0,,none,2,"['qualifier', 'secrot']",
VBK,--,,,,,False,PULLBACK,,4.7,,none,2,"['qualifier', 'secrot']",
HFXI,--,,,,,False,TRENDING,,3.3,,none,2,"['qualifier', 'secrot']",
VUG,--,,,,,False,BREAKDOWN,,4.5,,none,2,"['qualifier', 'secrot']",
BIL,--,,,,,False,TRENDING,,2.0,,none,2,"['qualifier', 'secrot']",
VB,--,,,,,False,PULLBACK,,4.5,,none,2,"['qualifier', 'secrot']",
VBR,--,,,,,False,DIP,,4.3,,none,2,"['qualifier', 'secrot']",
EUSA,--,,,,,False,TRENDING,,2.5,,none,2,"['qualifier', 'secrot']",
CXSE,--,,,,,False,BREAKDOWN,,5.2,,none,2,"['qualifier', 'secrot']",
DIA,--,,,,,False,BREAKDOWN,,3.9,,none,2,"['qualifier', 'secrot']",
METV,--,,,,,False,BREAKDOWN,,5.1,,none,2,"['qualifier', 'secrot']",
EMB,--,,,,,False,PULLBACK,,3.3,,none,2,"['qualifier', 'secrot']",
BKGI,--,,,,,False,TRENDING,,3.3,,none,2,"['qualifier', 'secrot']",
EWL,--,,,,,False,TRENDING,,4.0,,none,2,"['qualifier', 'secrot']",
EWQ,--,,,,,False,TRENDING,,3.2,,none,2,"['qualifier', 'secrot']",
VAW,--,,,,,False,TRENDING,,4.9,,none,2,"['qualifier', 'secrot']",
HEFA,--,,,,,False,TRENDING,,2.5,,none,2,"['qualifier', 'secrot']",
OIH,--,,,,,False,TRENDING,,1.3,,none,2,"['qualifier', 'secrot']",
GCOW,--,,,,,False,TRENDING,,2.1,,none,2,"['qualifier', 'secrot']",
SEA,--,,,,,False,TRENDING,,2.0,,none,2,"['qualifier', 'secrot']",
XLB,--,,,,,False,TRENDING,,1.8,,none,2,"['qualifier', 'secrot']",
